original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
"Tar sek yaa lg ganyang bb nyaaa :( RT""@NisaAssalaam: @Ranianayla ya yg ada si cina itu sama ratih juga blom""",twitter,0,1,1,1
@lucintaluna  u nie lelaki lha x pyah nak tunyuk susu u toe eee geli i tngok.....dh lha snggup buang  anu dia dulu sbab nak jadi prmpuan haha gila wehhh..🤣,instagram,1,0,0,0
"SOMAD BANGSAD ANJING ISLAM LAKNAT\nKAFIR SUDAH KAU SOMAD, HALAL DARAH KAU UTK MINUM ANJING LIAR JAHANAM !!
",kaskus,0,0,1,1
"Agama Islam, Kristen, Yahudi agama SEKSIS! Makanya perempuan dlm agama ini perlu kerja extra keras supaya dijadikan manusia yg setara",twitter,0,1,1,1
"Itupun kalau mau diekstend, haruslah sampai selesai khilafah yg 4.Harus perang dgn romawi, persia, yahudi, dll.Sampai gibraltar. https://twitter.com/harismz/status/951883429938847746 …",twitter,0,0,1,0
@valerytann ehhhh mas nya dia cantik darimana sih muka oplas semua ... Di tambah dia bencong kayak luuuuu wkwk,instagram,0,0,0,1
"Kalo kita begitu, ga ada bedanye dong bang sama orang kafir sono? :) @dennycure: Org perancis yg non muslim di Indonesia usir balik RT",twitter,0,0,1,0
"TB Simatupang \nDI Panjaitan \nAdam Malik Batubara \nA H Nasution \nAde Irma Nasution \nLafran Pane\nDjamin Ginting \nFerdinand L Lumban Tobing \nAmir Syarifuddin Harahap \n\nLuhur Panjaitan \nSaut Situmorang \nBasaria Panjaitan \n\nOrang Batak \n\nCina medan belagu benar nyingung orang Batak \n\n:travel :travel 
",kaskus,0,1,0,0
"Knp ya,kalo coli,gak puas banget gw,mungkin kalo tangan itu,nyesuain sm gede kontol kan ya,kalo memek kan,kalo sempit ya enak.ky dipijit.",twitter,1,0,0,0
"perasan tak iklan ""the end of world"" dkat nationl geografi ade tnjuk 1 masjid ni kena bom.Mngkn tu motif org kafir yg sbnrnya sblum kiamat.",twitter,0,1,1,1
"@kintamani_kinta bisa . Karena paspampres pasti punya pas bandara. Artinya mereka punya akses sampai kesitu. Klo kamu nya kerja di bandara, punya pas bandara juga bs kok jemput ke dalem 😁",instagram,0,0,0,0
"Jd crtnya mauki cri laki papua untuk mnjdi pndmping ta syg :D hahaha awas loh syg, ntar gosong jdx :p :D RT@Yuliyhuli: Hhehe biar mii s",twitter,0,1,0,0
"Si @depoysters jilatin memek kamu, kamu sepong kontol aku ya RT @missnabhell: Dikeroyok @Goodniteboy. Sama @depoysters. Mati ni meki gua :D",twitter,1,0,0,0
"haha, iki lho kiasan-e Pak Endri... XP RT @geelupitasari: Kon engkok di penjara iz . ""@faizalmushonnif: ayo, bunuh 1000 orang kafir""",twitter,0,0,1,0
"@ciwang.ar iya,knpa  tuh trus pahanya lucuuu😂di zoom paha samping benjol benjol,itu lemak atau urat sih hi hi #ngguyu",instagram,0,0,0,0
"Amin!! RT @sudjiwotedjo Sama dgn Papua, kalau warga Sumatera akan lebih hepi dan makmur jika pisah dr NKRI, lepaskan saja #sikap",twitter,0,0,0,0
smut_rps: #srp pake kkt? Add gua ayo yang pengen imagine cuddle dirty talk ampe ngentot ayodah add cogantengrpw lgsg chat yak,twitter,1,0,0,0
"Mengundang Umat Islam untuk Hadir dalam taklim Bulanan di Markaz Syariah DPP FPI Petamburan

Ahad, 02 April 2017
Pukul 07.00 sd 12.00 (WIB).pic.twitter.com/UJUoyL1zNJ",twitter,0,0,0,0
"Yang mau di ramal tentang karir, Keuangan, percintaan, jodoh, kesehatan dan mau konseling. Buruan follow dan kepoin aja IG ini yah",instagram,0,0,0,0
"Foto Memek Sempit Anak SMP Gadis Perawan: Foto Memek Gadis SMP Perawan – Lagi-lagi anak smp perawan, tapi kali... http://bit.ly/1U26riv ",twitter,1,0,0,0
"DPR Papua akan Segera ke Yogyakarta, ""Kami tidak Terima Sebutan Monyet""

 7/16/2016 04:04:00 pm

 Sejak Jumat... http://fb.me/D7TkCAxA ",twitter,0,1,0,0
"Orang yang sangat jahat dg kebencian yg merasuk dalam kalbu tidak akan mungkin memandang baik kepada siapapun, karena ia tidak melihat siapapun kecuali dengan tolok ukur pembenaran dirinya sendiri...
( Imam Ali. AS ) #jokowi2periode al fatihah....",instagram,0,0,0,1
"""@posmetroinfo Emang terdakwa penista agama, salahnya dimana coba, kl yg biasa bikin hoax metrotipu aman2 aja tuh dewan peres""",twitter,0,0,0,0
"Masa yg katanya orang kaya ,artis fenomenel Pahanya lemak mulu_- kalah sama cwe2 tulen yang dari kalangan orang B aja",instagram,0,0,0,0
"baru tahu Nabi Muhammad saw ada di mention dalam semua kitab agama, kitab Hindu even kitab orang kristian but they still tak percaya, wow",twitter,0,0,0,0
"http://www.Dewa17.com  - kangen di becekin kamu sayang
.
.
#cewek #bokepjepang #bokep #bokepindo #toketgede #toketbesar #toketmontok #bugilcantik #bugil #payudaramontok #cewekmontok #memekbasah #memekbecek #dagelanhttp://www.dewa17.com/image/post/17605 …",twitter,1,0,0,0
"Abis nntn Funky Papua, jd inget prnh pnya tmn dari Papua yg aku panggil ""anak gorila""  kngn jg trnyata. http://myloc.me/9mSOL",twitter,0,0,0,0
"[img]https://duta.co/wp-content/uploads/2018/05/265-portl-islam.jpg[/img]\n\nSetelah isu THR ASN (Aparatur Sipil Negara) di tahun politik, kini bocoran WikiLeaks perihal kawat rahasia Kedubes AS di Beijing tertanggal 5 Maret 2007 dengan kode referensi Beijing 1448, kembali viral di media sosial. Isinya keinginan China men-sekulerkan umat Islam Indonesia.\n“WASPADALAH! WASPADALAH! Kawat rahasia yang perlu diwaspadai umat Islam Indonesia,” demikian catatan dari berita yang dilansir situs WikiLeaks tahun 2010 dan Sabtu (26/5/2018) kembali beredar luas di pengguna media sosial nusantara.\n\nTanggapan atas bocornya kawat China ini bermacam-macam.  Ada yang tidak yakin China bisa mensekulerkan umat Islam Indonesia. Apalagi kalau dalihnya hubungan muslim China-Indonesia.  Bisa jadi sebaliknya, Islam China yang tertular moderasi Islam Indonesia. Moderat tidak berarti sekuler.  “Sehebat apa pun muslim China belum mampu mengimbangi kemampuan muslim Indonesia,” tulis yang lain.\n\nSeperti diberitakan, rahasia yang dijebol WikiLeaks adalah sebuah kawat rahasia Kedubes AS di Beijing yang berisi pertemuan Kemlu China dan AS. Dalam kawat disebutkan China berencana untuk membuat umat Muslim Indonesia menjadi sekuler.\n\nWikiLeaks seperti dilansir dari situsnya, Rabu (15/12/2010), merilis sebuah kawat rahasia dari Kedubes AS di Beijing tertanggal 5 Maret 2007 dengan kode referensi Beijing 1448. Saat itu dilakukan pertemuan antara Wakil Menlu China Cui Tiankai dan Dirjen Urusan Asia Kemlu China Hu Zhengyue, dengan pejabat Kemlu AS Eric John.\n\n[img]https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ62mHHKrI8pFKTSFagyirijUcktIfQWeASqc6vNMQXUA5f8lNq[/img]\n\nPertemuan mereka untuk membahas sejumlah negara Asean. Indonesia termasuk mendapat porsi utama. John bertanya pada Hu, bagaimana pemerintah China melihat pemerintah Indonesia yang sekarang.\n\nMenurut Hu, China memantau betapa ada peningkatan gesekan antar etnis dan agama di Indonesia. Pemerintah China pun ingin mendorong sekularisasi muslim di Indonesia.\n“Beijing ingin mempromosikan Islam sekuler di Indonesia,” kata Hu kepada John seperti dilansir [i]detik.com[/i].\n\nBagaimana cara Beijing menyekulerkan muslim di Tanah Air? Menurut Hu, hal itu dilakukan dengan mendorong interaksi muslim Indonesia dengan muslim China. Dengan demikian, muslim Indonesia bisa tertular sifat muslim yang di China memang sekuler karena kontrol ketat pemerintah Komunis. “Dengan mendorong interaksi dengan 20 juta muslim di China,” jelas Hu.\n\n[url=https://duta.co/viral-lagi-kawat-rahasia-china-ingin-sekulerkan-muslim-indonesia/]Sumber[/url]\n\n[url=https://news.detik.com/berita/d-1525713/menko-kesra-curiga-dokumen-wikileaks-untuk-ganggu-hubungan-ri-china]Sumber[/url]\n\n:marah\n\nUmat Muslim Indonesia HArus:\n\n1 Bergabung dengan PKS, Gerindra, PAN sebagai partai Allah pendukung HTI yang anggota2nya memviralkan lagi isu ini\n\n2 Putuskan hubungan dengan RRC dan Amerika\n\n3 Perkuat hubungan dgn Turki agar faham Ikhwanul Muslimin (PKS) makin berkembang di Indonesia\n\n4 #2019gantipresiden\n\n:hn
",kaskus,0,1,1,0
@lucintaluna Kok lekukan pantat pinggul ama paha kliatan bgt kaya masih lakik... Krn klo cwek gada deh model bgtu... Jd ky msh kaku lekukan cwek nya.. Msh rada kliatan  lekukan kaki dan jln km dr paha sampe ujung kaki msh kaya jln cowok... Bkn cwek..,instagram,1,0,0,1
"nih ternyata pasukan pengemis.\n[B]\ngak tau kok orang2 yg suka sakit hati pada umumnya hidupnya gak mampu.\n\napa kolerasi nya ya?[/B]\n\n\n[img]https://s.kaskus.id/images/2018/07/29/5474152_20180729115950.png[/img]\n\n
",kaskus,0,0,0,0
"Bonus Chasback Setiap Mingguanya
http://mainbolajalan.net/register/       
Whatsapp : +855-857-54-919
#cewek #memektembem #memekbasah #hot #tetek #tetekbesar #abgngentot #abg #ngentot #ceweknakal #bokepjepang #tetekgede #memekbecek #memekpop #toketbesar #javpic.twitter.com/sUxwhld72I",twitter,1,0,0,0
Lahaullah walakuattaillahbillah ilaliilazim. Sadar lah. Dunia ini hanya sesaat. Kamu ga mau di julid. Tpi tingkah kamu yg tiap harinya makin menjadi. Masyallah. Tobat kak tobat. Papa mama mu udah ga ada. Setidaknya kau buat mreka tenang dialamnya. Dengan kelaluan lu yg kyak gini mereka sedih. Percayalah org* akan berhenti julidtin lu asal lu berubah. Ga gini lagi.,instagram,0,0,0,0
"Kalau bukan indonesia kesatuan bisa aja aceh,papua merdeka. dan bisa aja jogja yg awalnya pulau sendiri dia ingin pisah dari indonesia.",twitter,0,0,0,0
@lucintaluna Kalau kamu ada di jalanan udah pasti kamu di razia sama aparat pemerintah loh . emang ya harus nya waria itu harus di razia / di musnah kan bukan jadi kayak gini . semakin hari netizen berkomentar pedas semakin kamu tambah beraksi dan tenar biar terkenal dan banyak duit tapi sayang nya kamu punya banyak duit dari hasil haram 😒😒😒😒😒. Tobat dong !!! Sebentar lagi mau kiamat dan kamu itu harus ngaku kalau kamu itu cowok bukan cewek polos,instagram,0,0,0,1
"@sonykristian ISIS, bom bunuh diri di sana-sini, pancung leher di saudi, pecut korban perkosaan di Aceh, gimana gue ga bangga jadi kafir? :p",twitter,0,1,1,1
"Semoga punya keberanian utk pulang,  sama beraninya ketika berteriak lantang  guoblok,  kafir , bunuh !  
Ayo ! Hadapi & selesaikan !",twitter,0,0,1,0
"Bantu sundul gan/sis ☺\n\n🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼🐼\n\n\n\n📌 Signal gratis trading Forex dengan AKURASI TINGGI - FOLLOW THE TREND\ndi channel kami https://t.me/saqinafx\n\nkontak admin : https://t.me/mulia_saqinafx\n\n📌 [URL=&quot;https://fjb.kaskus.co.id/product/5b41ef0031e2e6993a8b4568/jasa-ma---joint-account-trading-index-asian---profit-50-100-bln/?state=created&quot;]Joint Account Index Peluang Profit 50-100% perbulan[/URL]
",kaskus,0,0,0,0
Wkwkk tetenya ampe mengsle sebelahhh ya ampunnnnnn..itu ngeditny pake hp apa sih...mpe mengsle gituuu...@lucintaluna,instagram,0,0,0,0
"@lalapouuuuuu eh kmu gx usah menghujat orang, mau di op semua ya, yg penting dia gx ngerugiin situ, sadarr mbak ama itu kerudung yg nempel di kepla itu wkwk",instagram,0,0,0,1
"[QUOTE=bopy;5b4213c2a09a397c7d8b4567]\n\nKlo penumpang semua yg cancel gk mgkn sampe 40%\nItumah memang dasar dia aja pilih2 order jd kebanyakan cancel\nGiliran di denda yah dia mewek trus jadi BSH haha\n[/QUOTE]\n\nkalo ga pernah ngaspal ga usah sotoy bray,modal denger cerita orang doank mah anak TK juga bisa..mau kliatan pinter kok dimari,salah tempat loe..tupo 17 jam kata siapa??cuma orang goblok yang mikir bgitu.wakakakakakakaka....ente kalo sampe 17 jam baru tupo,cuma ada 2 kemungkinan.ente terlalu sial ato terlalu GOBLOK
",kaskus,0,0,0,1
"Jelas aja dibawah tekanan, diancem, ditangkep, kan emang cara2 pki dulu ketika membantai ulama begitu..!!\nNi pelaku pki, orang cina bawa pistol mengancam ulama..\n[img]https://s.kaskus.id/images/2018/02/18/9691256_20180218124422.jpg[/img]\nMau ngelak gimana?
",kaskus,0,1,0,0
"Gwe mau!!mau bangettz..memek gwe lgi gatel + lebat!pengen d remas pentil akuu""@doyanmemek2: Pusing....kontol ngaceng nggak ada memek yg mau",twitter,1,0,0,0
"[QUOTE=venomdog88;5b1070999e740475168b4567]\n\ntuhan lo sendiri kemana waktu palestina diganyang abis ama kapir? waktu otak2 kapir diatas kaum lo dan menciptakan segala tekhnologi jaman now?[/QUOTE]\n\n\nWkwkwk...kagak ada yg mikirin Palestina, jalan takdir nya emang bgtu, klw skrng emng waktunya palestina dijajah... Palestina bangkit nya ntar pas kiamat udh tinggal sejengkal...kagak ush sok tau, urusin Tuhan Lo tuh, kasih minum tuak yg banyak, biar tmbh gembrot keq si Kentung jin laut wkwkwk...rambut nya keq Bob Marley
",kaskus,0,1,0,1
"Keuntungan? Untung? Kau fikir dunia ini ibarat lemparan dadu? Coba request ganti judul sana\nKeuntungan = kemaslahatan, keberkahan, dll
",kaskus,0,0,0,0
"[center][b][img]https://s.kaskus.id/images/2018/05/12/10170858_20180512114816.jpg[/img][/b][/center]\n[center][b]Jakarta[/b][/center]\n[center]Tokoh muda Nahdlatul Ulama (NU) Savic Ali mengingatkan kembali kepada seluruh masyarakat, khususnya umat muslim di Indonesia untuk tidak mudah terhasut dengan ajaran-ajaran radikalisme. Umat muslim di tanah air harus memegang teguh ajaran Islam yang sesungguhnya. &quot;Prinsipnya umat Islam harus tidak mudah mempercayai orang yang menggunakan argumen-argumen keagamaan untuk menyebarkan kebencian dengan kelompok lain,&quot; kata Savic Ali kepada Medcom.id, [b]Jakarta, Sabtu, 12 Mei 2018.[/b][/center]\n\n[center]Menurut Savic Ali, tidak ada yang baik dari paham radikalisme. Hal itu terbukti dari hancurnya sejumlah negara timur tengah karena mudahnya terhasut dengan ideologi radikalisme tersebut. &quot;Ideologi-ideolgi inilah yang telah menghancurkan sebagian negara timur tengah, kita terjatuh pada perang saudara, muslim dengan muslim, jangan sampai muslim Indonesia terkena [b]pengaruh paham ini,&quot; ujarnya.[/b][/center]\n[center]Peniliti Departemen Komunikasi dan Informasi Pengurus Besar Nahdlatul Ulama (PBNU) ini mengimbau agar masyarakat tidak gampang percaya dengan gelar seseorang. Dia berharap, setiap umat dapat memilah pembimbing ajaran agamanya dengan tepat. &quot;Jadi kalau kita ketemu mau ustadz, habib, ulama kalau dia pandangan-pandangannya suka menebarkan kebencian terhadap umat lain kita layak tidak percaya karena Nabi Muhammad SAW itu tidak pernah mengajarkan kebencian kepada umat lain, Nabi Muhammad SAW itu mengajak dengan merangkul bukan dengan memukul,&quot; ucapnya.[/center]\n[center]&quot;Seluruh perang yang dilakukan nabi itu dalam posisi defensif karena nabi dimusuhi jahiliyah bukan dalam posisi memusuhi atau menyerang. Islam itu diturunkan untuk menyebarkan akhlak untuk menyempurnakan akhlak,&quot;[url=http://www.lampost.co/berita-nu-ingatkan-umat-muslim-tak-mudah-terhasut] pungkasnya.[/url][/center]\n[center][img]https://s.kaskus.id/images/2018/05/12/10170858_20180512114904.gif[/img][/center]\n[center][img]https://s.kaskus.id/images/2018/05/12/10170858_20180512114915.gif[/img][/center]\n
",kaskus,0,0,0,0
"@lelychoirun poligami tu dpt ijin dr istri pertama dan jg nikah resmi negara.wanita bego yg mau nikah siri,gk ada payung hukumnya.cuma mau di kawin doang,kasian....",instagram,0,0,0,0
"haha...hamik ganyang?? RT @Ario_D_Ace Woi, kau menghina cina ya.. Mau ku ganyang? Wkaka.. RT @domazz_xitevu: diam kau rio china...haha RT",twitter,0,1,1,1
Hahahhahahah. Gua mah ketawain ajalah. Body laki mau di oplas kaya gimanapun tetep gabisa kaya body cewe tulen cong. Ah bencong. Btw bacain komenan netizen seru uga 😃,instagram,0,0,0,1
@dhenaputri03 nah lo apa kabar hina hina gw juga otak lo dimana di pake nga wkwkwkwkwk tolol nya ga ketulungan 😂😂😂😂,instagram,0,0,0,1
"[QUOTE=dwibi;5b04b7b0dac13e04378b456f]Begitulah cara ulama zaman walisongo dulu mengajarkan agama Islam melalui 'bahasa' yang sudah dimengerti oleh masyarakat nusantara saat itu. [/QUOTE]\n\nGa lain ga bukan uclim cuman copy paste ajaran hindu buddha,uclim yg ori pasti haus darah :cool
",kaskus,0,0,0,0
Numbuhin bewok jembut brooRT @ryanadyantos: Gua juga haha RT @elboyerz: gue mau dong biar lebat hahaha RT @LuberizkyAkbarr @antiMNI Propolis,twitter,1,0,0,0
@bolususulembang.jkt udah sih ya pada terima aja kalo kita bukan anak presiden wapres dan mantan2 lainnya... toh gak membahayakan... beda hal nya kalo orang biasa yang gak jelas main asal masuk..,instagram,0,0,0,0
Dy itu seperti amoeba guys.. bisa membelah diri. Mgkanya wajahnya bsa berubah2. N teteknya thu sblm foto di paksa kluar mgkanya kdang besar kdng kecil😂😂😂,instagram,1,0,0,1
"Hey kamu,kamu yang menghina indonesia kan?! Makan saja tu perwakilan silat kau di asean games kalah dengan tendangan perwakilan silat indonesia kita,so jangan menghina indonesia jika kau tak ingin di bully",instagram,0,0,0,1
"Iyadah papua terserah lo.""@hafidzulrahman: Katakata lo ga kaya muka lo mandra""@mochsmail: Siapa si lo monyet papua dasar.""@hafidzulrahman:",twitter,0,1,0,1
"[B][FONT=&quot;Arial Black&quot;][size=&quot;4&quot;]bagus biar tokai2 ahoker pada balik ke negaranya !!!!!![/size][/FONT][/B]\n\n\nudah muak liat muka2 nya di sini :najis :najis :najis 
",kaskus,0,0,0,1
"Aplikasi vcs dan bokep
#bokep #COLENG
#video #uh
#vcs
#vc
#sange
#ngentotmemek
#ngewe
#ngentot
#pengen
#gratis
#bokepindo
#sangekberat
#memek
#kontolbrondong
#bugil
#camsex
#hypersex
#masturb
#kimochi
#sange
#memek
#kontolbrondong
#vcsyuk
#vcsreal
Tik tok
https://qz2yg.app.goo.gl/fbcY ",twitter,1,0,0,0
"Yg Prl Diruwat Jaksax""@DetikJokowi: tukangmainan: Aktipis kafir RT""@kompascom: Usir Roh Jahat, Aktivis Anti-korupsi Ruwat Kntr Kejari Demak""",twitter,0,1,1,1
"lu raja empat RT @robertcagiva: lu wamena RT aldirockes: lu bgo papua RT @yokosllvn: orang papua -->RT aldirockes: mulai apa,goblok mu RT",twitter,0,0,0,0
Jilat Remas Gigit Puting Susu Cewek Hot: Jilat Remas Gigit Puting Susu Cewek Hot- Puting Susu Cewek di ... http://bit.ly/1TceFnQ  #tetek,twitter,1,0,0,0
"Umat agama Islam sudah sewajarnya mendukung para teroris itu karena memang seukhuwah  yang mereka-mereka lakukan juga ajaran-ajaran Agama Islam \n\nLihat saja Pernyataannya,, mereka-mereka ingin diperlakukan manusiawi.. Itu kan ajaran-ajaran Agama Islam \n\nLah emang banyak teroris itu karena agamanya Islam \n\nMau mencegah terorisme,, jelas harus ganti Agama massal\n\n#2019gantiagama :travel :travel 
",kaskus,0,0,1,0
"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",twitter,1,0,0,1
"Dokternya goblok, itu mahasiswa bantu lu pada dengan cara ngingetin si dongok biar ke papua jangan cm selfie2 di tol aja 
",kaskus,0,0,0,1
"Nikmat hisap susu.. :p hehee RT @Puturama: Mau nikmat ajh wok.. :p RT @dwipwibawa: Mau sehat minum susu,,mau manteb remas susu, mau",twitter,1,0,0,0
"69 aja ""rin... isepin,emut,sepong kontol aku sampe ngaceng...jilatin pelernya.. *jilat memek,colok2 memek ""n pantat pake jari @rinesexxx",twitter,1,0,0,0
"Enak yaa kalo orang khaya mah bisa jemput Ampe dalem. Hahaha lol yang hal kecil kaya gini ajah ngga adil, apalagi yang korupsi makin di enakin.",instagram,0,0,0,0
"Hindu di Bali beda dengan Hindu di India\n\nKatolik di Indonesia jelas beda bahasa pengantar dalam kebaktian, meskipun tata caranya tetap sesuai\n\nBudha idem dengan Katolik\n\nKonghucu g sama sekalu ga ngerti\n\nKristen Protestan aliran dan tata caranya seperti kriwilnya jembut  kaga bisa terhitung lagi\n\nso, Noor Puspa itu matanya cadok atau bagaimana ? \n\nsok tau, benar2 seperti peribahasa, bagaikan toket didalam koutang :D\n\n
",kaskus,0,1,0,1
"Tepat.
Kenapa suka sekali tema perang lawan orang lain ? Perang lawan kafir lah, perang lawan org maksiat lah...

Orang beragama seharusnya memerangi dirinya sendiri dan iblis yg berdiam dalam hatinya sendiri.

Pedang, senapan dan bom tidak mempan utk perang itu. Hanya doa. https://twitter.com/jinn_gemblung/status/1030855708705603584 …",twitter,0,1,1,1
@bymillah jangan asbun klo ga paham sistem di bandara yg ada. jangan sampe ada yg capture dan laporin komenmu lho karna udah bw2 negara ini :),instagram,0,0,0,0
remas ituuu RT @elshyglad: emas bukannya kalo orang mau ngambil susu di sapi di emas hahahaRT @refymaharani: mataku kaya emas,twitter,1,0,0,0
"Foto Memek Sempit Anak SMP Gadis Perawan: Foto Memek Gadis SMP Perawan – Lagi-lagi anak smp perawan, tapi kali... http://bit.ly/1U26riv ",twitter,1,0,0,0
"Dia Pencipta Langit Dan Bumi - [katanya]\nDia [B]Maha Pengasih[/B] Dan Lagi [B]Maha Penyayang[/B] - [bacodnya]\nTiada [B]TUHAN[/B] Selain Allah - [imannya]\n\n[B]ALLAHKU BARBAR\nDUAAAAAAAAAAAAAAAAARRRRRRRRRRRRRRRR - [FAKTANYA][/B]
",kaskus,0,0,0,0
"[center][size=3][font=Cambria, serif][img]https://s.kaskus.id/images/2018/02/25/6216775_20180225050848.jpg[/img] [/font][/size][/center]\n[center][size=3][font=Cambria, serif] [/font][/size][/center]\n[center][b][size=3][font=Cambria, serif][url=http://ceramahmotivasi.com/artikel-islami/jaminan-terbebas-dari-api-neraka-dan-sifat-munafik-lakukan-ini/][color=#010101]Jaminan Terbebas dari Api Neraka dan Sifat Munafik, Lakukan Ini![/color][/url][/font][/size][/b][/center]\n[center][size=3][font=Cambria, serif] [/font][/size][/center]\n[center][color=#010101][size=3][font=Cambria, serif]Dari Anas bin Malik ia berkata; “Rasulullah shallallahu ‘alaihi wasallam bersabda:[/font][/size][/color][/center]\n[center][color=#010101][size=3][font=Cambria, serif] [/font][/size][/color][/center]\n[center][b][i][color=#010101][size=3][font=Cambria, serif]Barangsiapa shalat berjama’ah selama empat puluh hari dengan mendapatkan takbir pertama ikhlas karena Allah, maka akan dicatat baginya terbebas dari dua hal; terbebas dari api neraka dan terbebas dari sifat munafik.” (HR at Tirmidzi 241)[/font][/size][/color][/i][/b][/center]\n[center][color=#010101][size=3][font=Cambria, serif] [/font][/size][/color][/center]\n[center][color=#010101][size=3][font=Cambria, serif]Allah [i]azza wa jalla[/i] berfirman,[/font][/size][/color][/center]\n[center][color=#010101][font=Cambria, serif] [/font][/color][/center]\n[center][color=#010101][size=3][font=Cambria, serif][b][i]Dan dirikanlah shalat, tunaikanlah zakat dan rukuklah beserta orang-orang yang rukuk” (QS. Al-Baqarah – 43).[/i][/b][/font][/size][/color][/center]\n[center][color=#010101][size=3][font=Cambria, serif] [/font][/size][/color][/center]\n[center][color=#010101][size=3][font=Cambria, serif]Makna dari ayat di atas adalah hendaknya kalian shalat bersama-sama dengan orang-orang yang mengerjakan shalat (shalat berjamaah).[/font][/size][/color][/center]\n[center][b][color=#010101][size=3][font=Cambria, serif] [/font][/size][/color][/b][/center]\n[center][b][color=#010101][size=3][font=Cambria, serif]Ayo bagikan sebagai sedekah…[/font][/size][/color][/b][/center]\n[font=Cambria, serif] [/font]\n[center][size=3][font=Cambria, serif]Sumber : [color=#010101][url=http://ceramahmotivasi.com/artikel-islami/jaminan-terbebas-dari-api-neraka-dan-sifat-munafik-lakukan-ini/]Jaminan Terbebas dari Api Neraka dan Sifat Munafik, Lakukan Ini![/url][/color][/font][/size][font=Cambria, serif] [/font][/center]\n[center][size=3][font=Cambria, serif] [/font][/size][/center]\n[center][color=#010101][size=3][font=Cambria, serif][url=http://ceramahmotivasi.com/otomotif/harga-mobil-nissan-terbaru-di-indonesia/][color=#1e73be]Harga Mobil Terbaru 2018 : Nissan[/color][/url] , [url=http://ceramahmotivasi.com/otomotif/harga-mobil-mitsubishi-terbaru-di-indonesia/][color=#1e73be]Mitsubishi[/color][/url] , [url=http://ceramahmotivasi.com/otomotif/harga-mobil-suzuki-terbaru-di-indonesia/][color=#1e73be]Suzuki[/color][/url] , [url=http://ceramahmotivasi.com/otomotif/harga-mobil-honda-terbaru-di-indonesia/][color=#1e73be]Honda[/color][/url] ,  [url=http://ceramahmotivasi.com/otomotif/harga-mobil-daihatsu-terbaru-di-indonesia/][color=#1e73be]Daihatsu[/color][/url] , [url=http://ceramahmotivasi.com/otomotif/harga-mobil-toyota-terbaru-di-indonesia/][color=#1e73be]Toyota[/color][/url] [/font][/size][/color][/center]\n[center][color=#010101][size=3][font=Cambria, serif][url=http://ceramahmotivasi.com/otomotif/9-mobil-keluarga-terbaik-2018-di-indonesia/][color=#1e73be]9 Mobil Keluarga Terbaik 2018 di Indonesia[/color][/url][/font][/size][/color][/center]\n[center][font=Cambria, serif] [/font][/center]\n\n
",kaskus,0,0,0,0
"@naris_gustida jangan cuma senyum. Bersyukur atas hidup mu yg buat kamu ga perduli tentang takdir manusia lainnya. Belajarlah mendekat kepada Tuhan mu agar kamu tau, Pahala yg Tuhan mu berikan lebih berarti dari pda Komentar manusia",instagram,0,0,0,0
"[QUOTE=methadone.500mg;5a654a76582b2e7b458b4567]Kepercayaan \n[/QUOTE]\n\n\n\n[CENTER][YOUTUBE]https://www.youtube.com/watch?v=5-2nByd2cr4[/YOUTUBE]\n\n[YOUTUBE]https://www.youtube.com/watch?v=EmyuGJbIhuo[/YOUTUBE]\n\n[YOUTUBE]https://www.youtube.com/watch?v=lfu7Aql3eQc[/YOUTUBE]\n\n[YOUTUBE]https://www.youtube.com/watch?v=GGv8CFDj5yI[/YOUTUBE][/CENTER]\n\n\n[B][color=red][size=&quot;7&quot;]\n\nluu cuma immigrant sampahh....\n\nluu ngak diterima di sini....\n\nkeluar luuu dari indonesia....\n\nluu cuma bikin kotor nihh negara\n\nnegara ini ngak butuh sampah masyarakat dan pengemis kayak luuu...\n\nngak malu luu cari makan di negeri orang...\n\nbalikkk ke negara luuuu....\n\nemakkk luu itu cumaaa lonnteee pelacurrr immmiggranttt yg juall meeeemeeekkksss di sini....\n\ndasarrrr baaabbiii annnjjiiinnggg lluuuuu [/size][/color][/B]\n\n[img]https://i1.wp.com/china-underground.com/wp-content/uploads/2016/04/jiangshi.jpg?resize=500%2C269[/img]\n\n[img]https://dl.kaskus.id/2.bp.blogspot.com/_MAZXtLJZNL0/TNIazrIjtBI/AAAAAAAAASo/OMcdw0U6JIM/s1600/mr_vampire.jpg[/img]\n\n[img]https://i.pinimg.com/236x/2f/ac/66/2fac664aa559d2e0056b2ce9c07d0f49.jpg[/img]\n\n[img]https://78.media.tumblr.com/tumblr_m02tuxtEZE1rpcksao1_500.jpg[/img]\n\n:najis :najis :najis :betty :betty :betty 
",kaskus,1,0,0,1
